,out.x,properly finished,tight,xc,k_grid,dipole moment x [e*A/f.u.],dipole moment y [e*A/f.u.],dipole moment z [e*A/f.u.],dipole moment magnitude [e*A/f.u.],num atoms,symbols,symbols count,Volume [A^3],a [A],b [A],c [A],alpha,beta,gamma,Etot [eV],max force component [eV/A],phase,host,dopant,dopants_species_number,dopants_count,num D,num M,num O,sc,dopant type,f.u.,concentration [f.u.%],a [sc],b [sc],c [sc],nominal f.u.,nominal concentration [f.u.%],abc [sc],dopant group,dopant period,"host, type",dipole moment perp [e*A/f.u.],crit. d_x,crit. d_y,crit. d_z,crit. d_perp,crit. d_tot,crit. dipole,crit. alpha,crit. beta,crit. gamma,crit. angles,crit. xrd,crit. overall
134,aims/HfO2_Na6.2cat/LDA/Na0/bulk/No137/out.x,True,True,pw-lda,224,-2.443749999997421e-07,-2.787499999996381e-07,-5.093750000001511e-07,6.299869790319687e-07,48,Hf Na O,15 1 32,509.1580900482049,10.051510368388081,10.152229115913904,4.989533168537199,89.99823875468512,90.00260435087652,89.99992436784504,-6397357.11533015,0.0008020597188130769,137,HfO2,Na,1,1,1,15,32,4,cat,16.0,6.25,2.0,2.0,1.0,16,6.25,221,1,3,"HfO2, cat",3.707029850495841e-07,True,True,True,True,True,True,True,True,True,True,True,True
135,aims/HfO2_Na3.1inter_222/LDA/iNa0/bulk/No14/out.x,True,True,pw-lda,222,-0.0008394696875,0.0002602853124999997,-0.0010183374999999993,0.0013451650694397393,97,Hf Na O,32 1 64,1077.706613540205,10.140425313735037,10.28153422083658,10.507234663228052,90.01426730921352,79.6673238520376,90.13716499835337,-13634027.472686699,0.0006357518632161559,14,HfO2,Na,1,1,1,32,64,8,inter,32.333333333333336,3.092783505154639,2.0,2.0,2.0,32,3.125,222,1,3,"HfO2, inter",0.0008788957845698033,True,True,True,True,True,True,True,True,True,True,True,True
136,aims/HfO2_Na3.1inter_222/LDA/iNa0/bulk/No29/out.x,True,True,pw-lda,222,0.0009839318749999997,0.000785393437500001,0.016214887187500002,0.01626368750590286,97,Hf Na O,32 1 64,1043.0736111636418,9.985922303658056,10.403978063825473,10.039959724810961,89.86950178828876,89.97976174826124,89.77093804104021,-13634024.400955,0.000940620881814849,29,HfO2,Na,1,1,1,32,64,8,inter,32.333333333333336,3.092783505154639,2.0,2.0,2.0,32,3.125,222,1,3,"HfO2, inter",0.0012589538459804963,True,True,True,True,True,True,True,True,True,True,True,True
137,aims/HfO2_Na3.1inter_222/LDA/iNa0/bulk/No61/out.x,True,True,pw-lda,222,0.0007158812500000003,-0.00030943187500000023,-0.0009265687500000018,0.0012111002014053769,97,Hf Na O,32 1 64,1079.5107899381833,10.033008034028057,10.237475982813097,10.5105221246273,89.95947956359247,90.54796857841544,90.14525452393394,-13634026.5805261,0.000630707033936512,61,HfO2,Na,1,1,1,32,64,8,inter,32.333333333333336,3.092783505154639,2.0,2.0,2.0,32,3.125,222,1,3,"HfO2, inter",0.0007798936141343759,True,True,True,True,True,True,True,True,True,True,True,True
138,aims/HfO2_Na3.1inter_222/LDA/iNa0/bulk/No137/out.x,True,True,pw-lda,222,-0.0014440275000000007,-0.0003549762500000008,-0.0007953587500000004,0.0016863626834171465,97,Hf Na O,32 1 64,1043.3364523893304,10.084020496213856,10.292373702208584,10.061757393976436,87.74205631725741,89.77351368625477,89.05536127844792,-13634023.123918599,0.000996616160443757,137,HfO2,Na,1,1,1,32,64,8,inter,32.333333333333336,3.092783505154639,2.0,2.0,2.0,32,3.125,222,1,3,"HfO2, inter",0.0014870183451525792,True,True,True,True,True,True,True,True,True,True,False,False
139,aims/HfO2_Na6.2inter_122/LDA/iNa0/bulk/No14/out.x,True,True,pw-lda,422,-0.0008263762500000008,0.00019093500000000056,-0.0008920999999999984,0.001230933097608908,49,Hf Na O,16 1 32,542.465124133879,5.085151561942952,10.279695160008533,10.570813607266466,90.0483184016794,79.03524716639276,90.53534663582377,-6819214.03058084,0.00080026667951812,14,HfO2,Na,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,1.0,2.0,2.0,16,6.25,122,1,3,"HfO2, inter",0.0008481473225737756,True,True,True,True,True,True,True,True,True,True,True,True
140,aims/HfO2_Na6.2inter_212/LDA/iNa0/bulk/No14/out.x,True,True,pw-lda,242,-0.0013122324999999989,0.0004380362500000007,-0.0013908712499999991,0.001961721877445136,49,Hf Na O,16 1 32,542.4805345086444,10.164473160109539,5.146031972640029,10.563099778573674,90.03061426208576,79.06729070219234,90.38612576029324,-6819214.00773569,0.00047890562785695096,14,HfO2,Na,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,1.0,2.0,16,6.25,212,1,3,"HfO2, inter",0.0013834124079139633,True,True,True,True,True,True,True,True,True,True,True,True
141,aims/HfO2_Na6.2inter_221/LDA/iNa0/bulk/No14/out.x,True,True,pw-lda,224,-0.0017345412500000008,0.0006514774999999992,-0.00185060875,0.002618741878561989,49,Hf Na O,16 1 32,543.095966894105,10.170854567489439,10.286698598651466,5.286891664151962,90.07259566224606,79.069104851823,90.28400052708814,-6819214.06034944,0.0006730949770312759,14,HfO2,Na,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,2.0,1.0,16,6.25,221,1,3,"HfO2, inter",0.001852850852324011,True,True,True,True,True,True,True,True,True,True,True,True
142,aims/HfO2_Na6.2inter_122/LDA/iNa0/bulk/No29/out.x,True,True,pw-lda,422,0.0018522074999999995,0.0023970362500000003,0.015011325625,0.01531392674746265,49,Hf Na O,16 1 32,528.6517514388241,5.024609938967198,10.460485506239538,10.059537312412065,89.31775312219881,89.57171827345249,89.45057229473825,-6819211.65926754,0.00084335722747843,29,HfO2,Na,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,1.0,2.0,2.0,16,6.25,122,1,3,"HfO2, inter",0.0030292664800030903,True,True,True,True,True,True,True,True,True,True,True,True
143,aims/HfO2_Na6.2inter_212/LDA/iNa0/bulk/No29/out.x,True,True,pw-lda,242,0.0007186200000000014,0.0024469218750000025,0.014025044999999998,0.014255024679697276,49,Hf Na O,16 1 32,530.2014563734227,10.037992860020847,5.253741483119646,10.070611299021195,86.70061199903314,89.72189774844227,89.71192716114265,-6819212.27019218,0.0009172063977419711,29,HfO2,Na,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,1.0,2.0,16,6.25,212,1,3,"HfO2, inter",0.002550262999526427,True,True,True,True,True,True,True,True,True,True,True,True
144,aims/HfO2_Na6.2inter_221/LDA/iNa0/bulk/No29/out.x,True,True,pw-lda,224,0.003642186875,0.0004756093749999994,0.011666254374999995,0.012230830742521816,49,Hf Na O,16 1 32,527.0002948046877,10.003473015550355,10.409392422034113,5.06116154048906,90.22366720232445,89.7548692136045,89.64794462019043,-6819211.68198399,0.000970464364895951,29,HfO2,Na,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,2.0,1.0,16,6.25,221,1,3,"HfO2, inter",0.0036731089706146963,True,True,True,True,True,True,True,True,True,True,True,True
145,aims/HfO2_Na6.2inter_212/LDA/iNa0/bulk/No61/out.x,True,True,pw-lda,242,0.0012510068749999998,-0.0004873181249999998,-0.0013611818750000016,0.0019118873536584995,49,Hf Na O,16 1 32,543.4967446673031,10.032543138104966,5.125561606625626,10.571076225375325,89.91650293854877,90.98811371428994,90.38437835831915,-6819213.57201261,0.000843832748389277,61,HfO2,Na,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,1.0,2.0,16,6.25,212,1,3,"HfO2, inter",0.001342571099141785,True,True,True,True,True,True,True,True,True,True,True,True
146,aims/HfO2_Na6.2inter_221/LDA/iNa0/bulk/No61/out.x,True,True,pw-lda,224,0.0014453037500000007,-0.0006843881249999995,-0.0016804874999999998,0.002319769012867731,49,Hf Na O,16 1 32,543.6951989680301,10.041239475804797,10.242155775134972,5.287502431776042,89.90821875128105,90.98415518159169,90.37356869929646,-6819213.62204284,0.000601234613504468,61,HfO2,Na,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,2.0,1.0,16,6.25,221,1,3,"HfO2, inter",0.0015991529118270958,True,True,True,True,True,True,True,True,True,True,True,True
147,aims/HfO2_Na6.2inter_122/LDA/iNa0/bulk/No137/out.x,True,True,pw-lda,422,-0.0031205281250000013,0.00033685937500000003,0.005442100625000001,0.006282326736971487,49,Hf Na O,16 1 32,531.2284137498798,5.09066760332289,10.377462678412511,10.083561164237443,89.85186286834539,89.68596435607569,85.75866152159699,-6819212.07838129,0.000782385796646589,137,HfO2,Na,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,1.0,2.0,2.0,16,6.25,122,1,3,"HfO2, inter",0.0031386573590376846,True,True,True,True,True,True,True,True,False,False,False,False
148,aims/HfO2_Na6.2inter_212/LDA/iNa0/bulk/No137/out.x,True,True,pw-lda,242,-1.4312500000025705e-07,9.937500000005425e-08,-2.243749999998249e-07,2.84085016984363e-07,49,Hf Na O,16 1 32,518.1135341307348,10.06779762507991,5.11143649564142,10.068099303668571,89.99996869172962,89.99996062613371,89.99996807575184,-6819211.07250022,0.000706502656393918,137,HfO2,Na,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,1.0,2.0,16,6.25,212,1,3,"HfO2, inter",1.7424166048934556e-07,True,True,True,True,True,True,True,True,True,True,True,True
149,aims/HfO2_Na6.2inter_221/LDA/iNa0/bulk/No137/out.x,True,True,pw-lda,224,0.0028193331249999998,-0.0005007331249999999,-0.0027143393750000003,0.003945505186268283,49,Hf Na O,16 1 32,527.4652622247852,10.074917161907994,10.359842408607472,5.0584425338906565,87.6639089518885,89.42303475586695,90.69788345997374,-6819211.93406197,0.00075939448852817,137,HfO2,Na,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,2.0,1.0,16,6.25,221,1,3,"HfO2, inter",0.0028634547197737437,True,True,True,True,True,True,True,True,True,True,False,False
150,aims/ZrO2_Na3.1cat/LDA/Na0/bulk/No14/out.x,True,True,pw-lda,222,-0.0013486765625000006,-9.172656249999974e-05,0.00019689781249999786,0.0013660567268866134,96,Na O Zr,1 64 31,1096.8713228928189,10.253004680448099,10.337333603948904,10.506949557781878,89.99740246131634,80.05103028854127,90.04443214547747,-3193808.8128878,0.000774527237210208,14,ZrO2,Na,1,1,1,31,64,8,cat,32.0,3.125,2.0,2.0,2.0,32,3.125,222,1,3,"ZrO2, cat",0.0013517922297841796,True,True,True,True,True,True,True,True,True,True,True,True
151,aims/ZrO2_Na3.1cat/LDA/Na0/bulk/No29/out.x,True,True,pw-lda,222,-0.0009137318749999972,0.00013119812499999862,0.0142477221875,0.01427759455999414,96,Na O Zr,1 64 31,1058.4896850531281,10.0685231183959,10.40461563676857,10.104053259861908,90.0723522992051,90.0832460787241,90.00843538826321,-3193807.78910909,0.000755435751416442,29,ZrO2,Na,1,1,1,31,64,8,cat,32.0,3.125,2.0,2.0,2.0,32,3.125,222,1,3,"ZrO2, cat",0.0009231028585128127,True,True,True,True,True,True,True,True,True,True,True,True
152,aims/ZrO2_Na3.1cat/LDA/Na0/bulk/No61/out.x,True,True,pw-lda,222,-0.0015861784375000006,0.00016553031249999964,0.0012162034374999953,0.0020056203831565677,96,Na O Zr,1 64 31,1098.7551972660851,10.146995280985088,10.298011082462834,10.515057715513397,89.94517469119042,89.85871480170742,90.0136081727157,-3193808.22618489,0.0004932938433833491,61,ZrO2,Na,1,1,1,31,64,8,cat,32.0,3.125,2.0,2.0,2.0,32,3.125,222,1,3,"ZrO2, cat",0.001594792249776218,True,True,True,True,True,True,True,True,True,True,True,True
153,aims/ZrO2_Na3.1cat/LDA/Na0/bulk/No137/out.x,True,True,pw-lda,222,2.949999999999786e-07,1.9249999999999493e-07,2.684374999996998e-07,4.4287689193056146e-07,96,Na O Zr,1 64 31,1032.029369968208,10.063472310646404,10.190520337808188,10.063471969580963,89.99879925516628,90.00001365065548,89.99753179263506,-3193807.46407559,0.000374681327935147,137,ZrO2,Na,1,1,1,31,64,8,cat,32.0,3.125,2.0,2.0,2.0,32,3.125,222,1,3,"ZrO2, cat",3.522516855885652e-07,True,True,True,True,True,True,True,True,True,True,True,True
154,aims/ZrO2_Na6.2cat_122/LDA/Na0/bulk/No14/out.x,True,True,pw-lda,422,-0.0028634106250000025,-0.0005611662500000005,0.0006523049999999966,0.002989904644052543,48,Na O Zr,1 32 15,551.0192928238816,5.138188063059482,10.346152418394356,10.530537941971573,89.94440532452339,79.83506221127077,90.14199691138195,-1549763.24752434,0.0006774104409126549,14,ZrO2,Na,1,1,1,15,32,4,cat,16.0,6.25,1.0,2.0,2.0,16,6.25,122,1,3,"ZrO2, cat",0.0029178807322270675,True,True,True,True,True,True,True,True,True,True,True,True
155,aims/ZrO2_Na6.2cat_212/LDA/Na0/bulk/No14/out.x,True,True,pw-lda,242,-0.001898212500000001,-6.224374999999822e-05,0.0007613937499999996,0.0020461684735400896,48,Na O Zr,1 32 15,549.7597955048152,10.283246483182166,5.172129180628311,10.494182785340707,89.98388552139156,80.05705783633026,90.19757006941046,-1549763.21947962,0.00048004806015707307,14,ZrO2,Na,1,1,1,15,32,4,cat,16.0,6.25,2.0,1.0,2.0,16,6.25,212,1,3,"ZrO2, cat",0.0018992327344404941,True,True,True,True,True,True,True,True,True,True,True,True
156,aims/ZrO2_Na6.2cat/LDA/Na0/bulk/No14/out.x,True,True,pw-lda,224,-0.002228828125000002,0.0005421437499999989,0.00018368624999999598,0.002301159554419065,48,Na O Zr,1 32 15,550.6281742183901,10.298626209696154,10.355305851838095,5.243357551874132,90.02052654852987,79.96742234074358,90.12988390820792,-1549763.34570982,0.0006275728784083679,14,ZrO2,Na,1,1,1,15,32,4,cat,16.0,6.25,2.0,2.0,1.0,16,6.25,221,1,3,"ZrO2, cat",0.0022938166135188505,True,True,True,True,True,True,True,True,True,True,True,True
157,aims/ZrO2_Na6.2cat_122/LDA/Na0/bulk/No29/out.x,True,True,pw-lda,422,-0.0017661331249999995,0.00013455124999999784,0.013575615625,0.013690678210075751,48,Na O Zr,1 32 15,531.8836506569529,5.038334020092577,10.393331751262377,10.157289435811986,90.095240876834,90.18349881559037,89.9597014562233,-1549762.90072499,0.0008246654716882309,29,ZrO2,Na,1,1,1,15,32,4,cat,16.0,6.25,1.0,2.0,2.0,16,6.25,122,1,3,"ZrO2, cat",0.0017712510420882822,True,True,True,True,True,True,True,True,True,True,True,True
158,aims/ZrO2_Na6.2cat_212/LDA/Na0/bulk/No29/out.x,True,True,pw-lda,242,-0.0018599537499999989,0.0001046518750000009,0.013421278750000005,0.013549948459395769,48,Na O Zr,1 32 15,532.1050187166667,10.119982881671252,5.1756631382447535,10.159038136893678,90.07770203382256,90.0964108677733,89.99524092197727,-1549762.9427121999,0.0005434020220880099,29,ZrO2,Na,1,1,1,15,32,4,cat,16.0,6.25,2.0,1.0,2.0,16,6.25,212,1,3,"ZrO2, cat",0.001862895586735895,True,True,True,True,True,True,True,True,True,True,True,True
159,aims/ZrO2_Na6.2cat/LDA/Na0/bulk/No29/out.x,True,True,pw-lda,224,-0.0015172612500000016,0.00030519812499999865,0.013535517500000002,0.01362370953848699,48,Na O Zr,1 32 15,532.3254339800219,10.118449144204067,10.413582789759962,5.0520171272307435,90.06691251706644,90.14588034531369,89.98205631900588,-1549762.97107889,0.0009081994062290849,29,ZrO2,Na,1,1,1,15,32,4,cat,16.0,6.25,2.0,2.0,1.0,16,6.25,221,1,3,"ZrO2, cat",0.0015476522853196328,True,True,True,True,True,True,True,True,True,True,True,True
160,aims/ZrO2_Na6.2cat_212/LDA/Na0/bulk/No61/out.x,True,True,pw-lda,242,-0.0030715125,0.0003003231249999997,0.0017441918750000015,0.0035449384076288314,48,Na O Zr,1 32 15,551.7201641687567,10.193252004290716,5.143876513883255,10.522651313565175,89.96255945971464,89.63047946094812,90.08612068242168,-1549762.9872129,0.0009545673202205039,61,ZrO2,Na,1,1,1,15,32,4,cat,16.0,6.25,2.0,1.0,2.0,16,6.25,212,1,3,"ZrO2, cat",0.0030861599143702867,True,True,True,True,True,True,True,True,True,True,True,True
161,aims/ZrO2_Na6.2cat/LDA/Na0/bulk/No61/out.x,True,True,pw-lda,224,-0.003019770000000001,0.001101006249999999,0.0019819750000000034,0.003776168761597405,48,Na O Zr,1 32 15,551.7369921982987,10.199255755871263,10.303389756581957,5.2503628990806535,90.00225955794254,89.70313338642956,89.9975204723259,-1549763.12259355,0.000855423043461806,61,ZrO2,Na,1,1,1,15,32,4,cat,16.0,6.25,2.0,2.0,1.0,16,6.25,221,1,3,"ZrO2, cat",0.003214222396698627,True,True,True,True,True,True,True,True,True,True,True,True
162,aims/ZrO2_Na6.2cat_122/LDA/Na0/bulk/No137/out.x,True,True,pw-lda,422,-2.1312499999924775e-07,-1.6749999999997606e-07,1.9587499999996706e-06,1.977417527514961e-06,48,Na O Zr,1 32 15,514.3690331710083,5.014731389963595,10.148202737377435,10.107366284126977,90.00019920004337,89.99967196999296,90.00079733982064,-1549762.99420877,0.00077363952800813,137,ZrO2,Na,1,1,1,15,32,4,cat,16.0,6.25,1.0,2.0,2.0,16,6.25,122,1,3,"ZrO2, cat",2.7106920818247016e-07,True,True,True,True,True,True,True,True,True,True,True,True
163,aims/ZrO2_Na6.2cat_212/LDA/Na0/bulk/No137/out.x,True,True,pw-lda,242,-9.237500000001355e-07,2.1249999999981588e-07,-1.1250000000000638e-06,1.4710864395066371e-06,48,Na O Zr,1 32 15,515.0543346484279,10.095352470642649,5.053707481525528,10.09535187952517,89.99944730490486,89.99507468760723,89.99895262224999,-1549763.0101056,0.00089755037321275,137,ZrO2,Na,1,1,1,15,32,4,cat,16.0,6.25,2.0,1.0,2.0,16,6.25,212,1,3,"ZrO2, cat",9.478767390859278e-07,True,True,True,True,True,True,True,True,True,True,True,True
164,aims/ZrO2_Na6.2cat/LDA/Na0/bulk/No137/out.x,True,True,pw-lda,224,-3.556250000000662e-07,-2.3750000000019413e-08,8.000000000039018e-08,3.6528509841644297e-07,48,Na O Zr,1 32 15,514.3700756086754,10.107145512602534,10.14805354573051,5.01492481770232,90.00026179789333,90.00005720146142,90.00155126039745,-1549762.99416054,0.000877364999127713,137,ZrO2,Na,1,1,1,15,32,4,cat,16.0,6.25,2.0,2.0,1.0,16,6.25,221,1,3,"ZrO2, cat",3.564171756874913e-07,True,True,True,True,True,True,True,True,True,True,True,True
165,aims/ZrO2_Na3.1inter_222/LDA/iNa0/bulk/No14/out.x,True,True,pw-lda,222,-0.0007788228125,0.00029221625000000066,-0.0009669487499999996,0.0012755176185223925,97,Na O Zr,1 64 32,1099.7796655616169,10.215089564652567,10.361496425132023,10.561285500587292,90.01534011271447,79.68638900184764,90.14260466309231,-3292492.04231895,0.000336038426193042,14,ZrO2,Na,1,1,1,32,64,8,inter,32.333333333333336,3.092783505154639,2.0,2.0,2.0,32,3.125,222,1,3,"ZrO2, inter",0.0008318385119928464,True,True,True,True,True,True,True,True,True,True,True,True
166,aims/ZrO2_Na3.1inter_222/LDA/iNa0/bulk/No29/out.x,True,True,pw-lda,222,0.0008961615624999998,0.0004264743749999996,0.013356472812500006,0.013393295036311486,97,Na O Zr,1 64 32,1064.2513204243462,10.067187969237844,10.457897938216577,10.108698419579632,89.84785888198559,89.9565651074658,89.82760649789837,-3292489.44149744,0.0009182674920576289,29,ZrO2,Na,1,1,1,32,64,8,inter,32.333333333333336,3.092783505154639,2.0,2.0,2.0,32,3.125,222,1,3,"ZrO2, inter",0.000992464578024869,True,True,True,True,True,True,True,True,True,True,True,True
167,aims/ZrO2_Na3.1inter_222/LDA/iNa0/bulk/No61/out.x,True,True,pw-lda,222,0.0006650759375000005,-0.00034141593749999964,-0.0008551387500000027,0.0011358490774623516,97,Na O Zr,1 64 32,1101.6030384831977,10.107188326847602,10.316832518297597,10.565096407374984,89.95759008955723,90.59533362375277,90.15173429827641,-3292491.2606144,0.0004980088117007269,61,ZrO2,Na,1,1,1,32,64,8,inter,32.333333333333336,3.092783505154639,2.0,2.0,2.0,32,3.125,222,1,3,"ZrO2, inter",0.0007475900246930187,True,True,True,True,True,True,True,True,True,True,True,True
168,aims/ZrO2_Na3.1inter_222/LDA/iNa0/bulk/No137/out.x,True,True,pw-lda,222,2.4125000000017647e-07,2.2812500000460832e-08,-1.1531249999993565e-07,2.683634574836734e-07,97,Na O Zr,1 64 32,1043.8628939037994,10.099585582630773,10.236000372429029,10.097401224387216,90.00094161236309,90.00064333264004,90.00098912329331,-3292489.61557451,0.000318550817267061,137,ZrO2,Na,1,1,1,32,64,8,inter,32.333333333333336,3.092783505154639,2.0,2.0,2.0,32,3.125,222,1,3,"ZrO2, inter",2.4232616997830876e-07,True,True,True,True,True,True,True,True,True,True,True,True
169,aims/ZrO2_Na6.2inter_122/LDA/iNa0/bulk/No14/out.x,True,True,pw-lda,422,-0.0009783468749999993,0.00027528625000000027,-0.001049911249999998,0.0014612524628338133,49,Na O Zr,1 32 16,553.8505149493093,5.12480439672527,10.361285405603214,10.62491588440204,90.02967480189352,79.02970907355761,90.45886325548142,-1648446.5866687999,0.0006444119704160491,14,ZrO2,Na,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,1.0,2.0,2.0,16,6.25,122,1,3,"ZrO2, inter",0.0010163390808491657,True,True,True,True,True,True,True,True,True,True,True,True
170,aims/ZrO2_Na6.2inter_212/LDA/iNa0/bulk/No14/out.x,True,True,pw-lda,242,-0.0012491843750000015,0.0004933874999999998,-0.0013351931249999983,0.0018938409407729196,49,Na O Zr,1 32 16,553.7142303162069,10.240555019716087,5.186944620774969,10.617471294139953,90.02342954685005,79.06337026001161,90.38904887837411,-1648446.57385027,0.000927222809352132,14,ZrO2,Na,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,1.0,2.0,16,6.25,212,1,3,"ZrO2, inter",0.0013430907742592807,True,True,True,True,True,True,True,True,True,True,True,True
171,aims/ZrO2_Na6.2inter_221/LDA/iNa0/bulk/No14/out.x,True,True,pw-lda,224,-0.0015816724999999998,0.0007321262500000006,-0.0016807706250000006,0.002421298543562566,49,Na O Zr,1 32 16,554.3963650036751,10.24791246020412,10.366946448673417,5.315061470192958,90.09215249910773,79.05860211153009,90.32053411501144,-1648446.63214181,0.000757353893269802,14,ZrO2,Na,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,2.0,1.0,16,6.25,221,1,3,"ZrO2, inter",0.0017428989480733853,True,True,True,True,True,True,True,True,True,True,True,True
172,aims/ZrO2_Na6.2inter_122/LDA/iNa0/bulk/No29/out.x,True,True,pw-lda,422,0.0016454262500000005,0.0010763875000000004,0.012468846874999998,0.0126229227988823,49,Na O Zr,1 32 16,538.2868322639498,5.065441885660078,10.48999775684674,10.13167879995796,89.26677390793598,89.64498765837344,89.49621930596321,-1648444.49293142,0.000916196089441966,29,ZrO2,Na,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,1.0,2.0,2.0,16,6.25,122,1,3,"ZrO2, inter",0.0019662241973755984,True,True,True,True,True,True,True,True,True,True,True,True
173,aims/ZrO2_Na6.2inter_212/LDA/iNa0/bulk/No29/out.x,True,True,pw-lda,242,0.0008762443749999995,0.0020544625,0.011245443125,0.01146510407481045,49,Na O Zr,1 32 16,540.9533678439901,10.12075169120176,5.2787952486545295,10.144295640988167,86.52744633020914,89.70501247347391,89.68731504925074,-1648445.07156995,0.000759105023461014,29,ZrO2,Na,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,1.0,2.0,16,6.25,212,1,3,"ZrO2, inter",0.0022335219651092287,True,True,True,True,True,True,True,True,True,True,True,True
